reviewId,anonymized_user,score,content,at
dbaa8f56-16b5-478a-9d51-dcd437f8a671,사용자2938,5,어플이 렉걸리는것도없고 중고차 어플중엔 탑인것같습니다,2021-04-08 10:49:06
63df70a1-5f8c-4104-af92-35af1c8fe9f2,사용자2947,1,왜이래느리노,2021-04-03 18:58:15
d842234a-c4af-47a9-9cad-b23ff3894a41,사용자3001,5,자동차에대한 자세한설명 너무친절한앱입니다 도움많이됩니다최고같아요 항상번창하세요 감사합니다,2021-03-19 15:24:53
40954e59-f4bc-4e49-9b89-8c0075d47acc,사용자3022,5,사용하기 편해요 중고차 정보도 믿을수있고 감사합니다,2021-03-19 11:41:03
e6b7e7a8-d7d2-44d9-97a4-4cd0330a2648,사용자3065,5,아주좋은 앱입니다 여러가지로 유익하내요,2021-03-19 11:19:43
70eb0f99-4e21-4d25-ac47-0d0c39692931,사용자3067,5,중고차는 신뢰인거같습니다ㄴ 믿을수있는 kcar로 편리하게 중고차를 선택할수있어요,2021-03-19 11:19:02
cc73cdd7-0049-4f94-ae39-88c3d50b512f,사용자3074,5,kcar니까 믿으니까 안전하니까,2021-03-19 11:13:18
30cd4b4f-c383-48b9-8ee4-1f3b3f069c49,사용자3096,5,좋습니다보기쉽게잘되있어요,2021-03-07 23:56:21
0f432b74-1aff-4c69-bf82-d3038cd52e9f,사용자3138,5,최고최고 정보짱,2021-03-06 07:07:25
e0863437-905c-4efb-9df0-2243ba933cb9,사용자3196,5,이앱은 설치해보니까 편리한것같습니다,2021-03-05 21:32:59
03518195-be62-4f5b-89e4-71df2699255c,사용자3216,5,중고차살때유용한앱입니다,2021-03-03 11:06:50
699ea13d-ec51-4766-b9f7-848a7160ab43,사용자3225,5,좋은정보가 있네요,2021-03-03 10:54:22
61889424-5237-4e9d-9b9b-d85e883a1324,사용자3236,5,중고차 거래를 손쉽게 알아볼수 있어서 kcar 직영차 이용해야죠 편리해서 좋아요,2021-02-28 17:05:25
a7baae28-7de8-423c-98ee-fe9e8026781d,사용자3328,5,이용하기 편해서 좋네요,2021-01-22 10:16:35
5e558f60-f5ce-4256-80e3-5cc3fe911732,사용자3338,5,상세히 잘해줌,2021-01-15 16:12:56
bd2a874f-9f5f-4de2-952d-949b797fda5d,사용자3347,5,편리합니당 한눈에 가격비교가 좋아여,2021-01-07 00:05:44
3f74ad18-522c-44a1-a553-a4742b01202b,사용자3350,3,사용하기 편리해요,2021-01-06 16:01:27
b95cbb51-a692-4337-93fc-e3577d794a55,사용자3353,5,사용하기 편리하고 깔끔해서 좋아요,2021-01-05 22:46:26
2238f4c5-c43c-4488-9008-35076c48374c,사용자3402,1,자꾸멈춤 느려서 보지도못함,2020-10-20 22:23:50
d83d26a5-a4f0-48ef-939a-ad7cea2c5643,사용자3419,1,시간좀지낫다하면 렉걸리고 어플관리를 도데체 어떻게하시는건가요,2020-10-05 17:37:22
7fa09251-b37a-4db8-a424-9dc6a383b89d,사용자3438,1,그저그런사이트,2020-09-21 08:30:06
8742b131-d34c-43d4-9985-fdbb93e23081,사용자3450,5,성능평가서 100 조작가능 합니다,2020-09-12 22:54:32
b4bcc358-ed09-4bec-9ef2-cbbbc200d61a,사용자3461,5,차량구매나 중고렌트의 정보가 보기편하게 정리되어있고 다양한 할인프로모션까지 준비되어있어 보기좋네요,2020-09-08 16:26:46
694ce0a7-f37f-429d-86e9-e129fa230e50,사용자3466,5,차량검색을 무사고 필터할수있어서 좋았어요 보기편합니다 총비용계산도 한눈에볼수있어서 만족합니다,2020-09-08 15:26:45
02eb2f70-7d27-485b-9948-2f91fdf6a600,사용자3498,5,일단믿고살수있는중고차사이트라거생각합니다 홈서비스또한너무좋은듯합니다,2020-09-08 13:30:35
1ff1f89f-cbd4-4177-a434-0e58423338b6,사용자3505,5,가격이좀 있지만 허위가없고 믿을수있다,2020-09-08 13:12:16
4da1087b-ee31-4d9d-82f3-c1f5af0c8b64,사용자3528,5,믿음이 갑니다,2020-08-24 13:18:37
f9e9964d-430e-4e9c-a855-a76129c30e4d,사용자3569,1,후져요 가격도 열라비싸,2020-07-28 17:37:55
f1c634c6-ca8c-4625-8ed1-ea14fc77c45d,사용자3579,1,차관리를 제대로해서 파는지 모르겠음,2020-07-22 02:33:54
87be7941-8466-4352-8e84-7513b1477d6e,사용자3595,3,편하긴헌데 좀비싸게판매하네요 허위는없는거같아서 좋긴합니다,2020-07-07 15:49:20
2c8c5c5e-cd5a-4829-83b6-f0a2b65daf2a,사용자3598,5,만족스러운 사이트 편리함,2020-07-06 07:17:13
b4124dc2-fd08-4d76-954b-292dade519da,사용자3605,4,K카차량구매해서잘사용하고있습니다,2020-07-03 12:06:45
db39762c-bf0d-40c3-b9f2-73c720494bdb,사용자3608,5,개념있는 매물들로만 이루어짐,2020-07-02 21:18:31
cdb188ef-edc8-4bf3-9548-bdaee5ab725b,사용자3609,1,3시간째 빙글빙글 도네요,2020-07-02 20:33:20
deb6fafe-f813-4ca0-a1f1-32db0292c1e9,사용자3618,5,좋다고해서따운,2020-06-24 15:33:03
0a47b3ff-7f4f-4dbb-af30-cec428bcebcd,사용자3621,5,보기편해서 좋아요,2020-06-22 17:02:50
86b39864-eeb2-4abd-84a5-8799861ece32,사용자3648,1,인터페이스 개불편함,2020-05-27 18:30:20
5835c6c5-14a1-4a3d-a58f-621d5f25e47a,사용자3672,5,편리한 선택과 진실성 최고입니다,2020-04-20 00:10:31
eaa316a2-b2b3-4548-8b62-dcb2309440be,사용자3680,5,제미서서에지바로다운로드,2020-04-08 23:42:36
cee9d7e8-6883-4893-b420-a8e169770726,사용자3742,4,언제나 보기좋아요,2020-02-27 15:40:44
9d5e118e-65de-434b-a4b6-cdd994985ee8,사용자3751,1,네트워크 문제라며 실행안됨,2020-02-19 15:55:24
488c5010-b517-418f-91de-29d9a5aed3e6,사용자3776,1,앱업데이트하고 볼수가없음 느려터짐,2020-02-11 21:49:43
d6fe6a28-ebd2-4e1c-a1fa-0bb47caf9690,사용자3786,5,고맙습니다 잘쓰고있어요,2020-02-11 02:33:26
78e4db53-a983-4119-98b2-df0ffab4136c,사용자3795,5,좋다고 판단합니다,2020-02-10 18:45:17
8939c465-0d45-4658-b7d5-fbf42fdc872a,사용자3798,1,업데이트되고 검색하기 힘들어짐 예를들어 올뉴k3를 검색하려면 k3검색후 상세검색 한번더해야됨,2020-02-10 17:51:40
114b8792-6538-487a-b6cc-7aa14ef61403,사용자3799,5,중고차 검색에 최적화,2020-02-10 17:23:41
413ad56b-fda2-4b0f-a423-2860f7739df3,사용자3826,1,여기도 개차반,2020-02-09 10:31:17
4eab798e-3839-449b-958d-03be48403087,사용자3852,5,사용하기가 너무편하네요,2020-01-22 16:25:47
9dc96f94-1b99-4d06-a574-799335386036,사용자3865,3,좋은정보감사해요 앱쓰기좋았구 시간절약됐음,2020-01-10 15:17:41
f6028dfa-6c3d-47a9-a9e6-6d1d713f32e3,사용자3905,1,갑자기 실행이 안되요,2019-12-15 21:36:36
a065561c-5551-47f8-a995-632a91be3e81,사용자3951,5,괜찮아요 좋아요,2019-12-11 13:16:04
6930aaca-a19f-4e20-9c24-ec6617368344,사용자3962,5,좋은정보 감사합니다,2019-12-11 13:10:45
2b74dace-9e8b-4389-82cf-9f258885dd4c,사용자3969,5,보기편하고 좋은차많아 좋아요,2019-12-11 13:08:18
bc3908a5-dd3d-46f1-8c3a-abebb35b6e5e,사용자3972,5,차량이 보기쉽게 정리되어있음,2019-12-11 13:07:19
452c1bfc-71cd-4777-bd86-94ab9437d5ac,사용자3974,5,중고차 검색하기 편하고 믿음이 갑니다,2019-12-11 13:06:58
b031bd4e-ed3e-41c7-a1f6-d69d145dfbba,사용자4115,5,직관적인 메뉴구성이 편리합니다,2019-11-01 16:57:01
375db15b-939d-49de-a931-6f0a43bcd260,사용자4130,5,중고차 시장에 선구스타일 미리타보기 가격정보등 최고네요 중고매매상 발품안파는게 너무좋아요 시간절약 돈절약 자동차가격도 저렴한 케이카 추천합니다,2019-11-01 16:33:37
5daef32c-aec4-46cb-b031-af8ca49a1c1d,사용자4198,5,중고차 매매단지보다 믿을수 있어서 좋습니다,2019-11-01 15:54:49
96750e84-e599-44ca-ab16-08b27fb555d2,사용자4217,5,편하게 알아볼수있어요,2019-10-27 23:00:36
4f7fb450-0849-4238-be62-d6cae4af5fa0,사용자4242,5,올초에 케이카에 그랜저를 판적있는데 가격도 괜찮게 해주시고 다른서류작업도 신경쓸 필요없이 깔끔하고 빠르게 처리해줘서 감사했어요,2019-09-29 16:50:56
f1df4cc4-4e20-4cc9-b569-8dbd8dd46f41,사용자4250,5,좋은앱이에요 중고차살때 좋아요,2019-09-27 16:06:42
4dec018f-3aca-4edb-8faa-33fe40518c63,사용자4282,4,거의타사이트대비 탑이네요,2019-09-11 14:26:44
83a039d3-79e9-4edb-b6d7-0077d6324175,사용자4294,5,홈페이지보다 빠르고 좋아요,2019-09-10 15:39:47
2d472817-c58d-4412-9bf5-94072b6c3607,사용자4312,5,빠르고 신속정확하고 중고차 사고팔때 신속정확 빠르고좋아요,2019-09-05 23:07:46
d9ee4a17-8b47-4ae7-bee2-884b5424ec89,사용자4360,5,이걸여태몰랐다니,2019-05-29 22:47:18
68741f6e-1197-4ea2-bf97-f409bfbd9839,사용자4366,5,아이디찾기가안되요 방법좀요,2019-05-21 18:31:42
4d98d607-579d-4aef-82d3-49cc4ef10441,사용자4381,5,오오가가소사리,2019-02-19 10:26:51
63f00b3f-d1e6-4a44-b930-0b63952fb4c8,사용자4389,1,일반상사나다른게없네 그냥더비쌀뿐,2018-12-13 21:42:55
758af018-6eec-4178-876c-be81696371ad,사용자4396,2,상세조건 적용이 안되네요 처음엔 되었었는대 개선해주세요,2018-11-24 20:28:11
1abb975f-e065-42c4-b99c-9f771944f233,사용자4399,3,자동차 검색부분에 세부선택에서 여러개 동시에 선택이 안되서 불편하네요,2018-11-22 02:16:19
38002916-4fab-4e4a-8e7d-7a6dfacfefc5,사용자4406,1,300원개꿀,2018-11-07 00:09:57
55d730c1-6313-4953-81e7-2de5ff18239e,사용자4411,2,카톡공유 오류뜸 갤s9임,2018-11-01 22:15:54
8256a6e4-8f2a-4be6-938d-1d582c0295c9,사용자4413,2,이전거로 돌려놔요 차검색완전불편,2018-10-31 10:13:20
cedaca12-ae3b-467a-a956-e0b033d536de,사용자4457,1,느리고엔카직영그립다,2018-10-06 22:31:26
14b61aba-bdce-4616-86dd-e5b4454712ea,사용자4459,1,검새하기 개짜증나네 전에가 편했음,2018-10-06 18:00:35
dfc81c30-7e6d-420f-96ca-f0b311ce3bfe,사용자4497,1,검색하는거 전앱처럼바꿔주세요 더불편해졌어,2018-10-02 13:53:34
58ac8af8-d813-4f98-b75a-37c34855e946,사용자4504,1,쓰레기통 바로가기,2018-10-01 23:05:31
59e9ce1e-b5c0-459e-b0f3-b6847a8bb379,사용자4516,1,중소적합업종 폐지해라,2018-10-01 16:29:42
ff599dfc-0716-43b4-a281-02570dfe5953,사용자4524,2,업데이트하면서 보기가 불편해졌어요,2018-10-01 13:24:10
f4a1817f-3607-4ebe-b1e7-6dc7ffc7de4b,사용자4543,2,좋은정보감사,2018-03-01 18:15:53
4a538539-e7ea-46d7-85b1-d95f26f5491c,사용자4554,1,업데이트안되서 사용할수없음,2017-10-29 10:49:15
ea4fe651-32d7-444d-b40b-4d66b533c070,사용자4561,4,직원들고객응대태도미흡,2017-08-11 09:19:41
a3c7c6b6-1312-4c23-863d-bb21367bf4c0,사용자4566,1,로그인이안돼여,2017-06-28 07:03:28
9fc5e485-d9a7-47a5-a884-26505de537ff,사용자4568,1,차팔이들은 다거기서거기,2017-06-01 22:27:57
ffdcd643-878d-4f1b-8ebd-4dcef7b8fa4d,사용자4569,5,Excellent,2017-05-26 21:15:53
2b59ba25-98f4-4035-9479-19783fc06fc9,사용자4570,4,사용하기편해요,2017-05-11 11:14:31
55c22aa6-d263-4d26-8b73-36e5628d06fd,사용자4571,5,좋아요좋아요,2017-04-09 21:41:37
5cba2a08-f09f-4dca-b3cb-b0f127f94917,사용자4584,4,일반적인 매매상보다는 브랜드 자체가 신뢰가 듭니다,2017-02-22 14:24:30
73e12fff-9bd2-4162-b07f-fda63032b9c0,사용자4598,1,다운이안되네요,2017-02-01 21:26:22
790599aa-40cb-49f0-b0e8-bcbfe54b1e67,사용자4608,2,상세정보 안보여요,2017-01-03 03:17:15
99c43608-9b7d-454c-9ac2-21b0df805d45,사용자4609,5,신뢰할수있다,2017-01-01 22:03:05
3cee7869-01c1-4cc2-b0ea-3b4d55a5bddd,사용자4612,1,업그레이드할수록 후져짐,2016-12-15 10:17:44
c9581e64-e2b3-4406-8eeb-8d6fd796dad1,사용자4618,2,차랴정보보려고차량누르면사진이떠야하는데 와안뜹니까,2016-11-28 20:46:29
7d50a11b-90f7-4d71-9723-895202b18677,사용자4624,5,정말최고인것같아요,2016-10-16 10:25:53
7f367e00-8d80-481c-97ca-09ed33891a59,사용자4635,4,저렴한편에 차량상태는좋음,2016-09-30 16:54:31
34716a42-988a-4fef-8178-2c12160bfdd0,사용자4640,1,업데이트만 하라함,2016-09-29 18:25:37
d9785743-72ad-4f28-a919-745d2fbb026f,사용자4646,4,다좋은데 업데이트 하라고뜨네요,2016-09-28 19:46:46
f88495cb-3307-4790-909e-22ab2fce1da0,사용자4650,3,신규설치하라고함,2016-09-28 14:03:18
91d620fb-56ca-48e7-8ffd-b20d203909e8,사용자4654,5,신규버전설치후구글플레이로가라고만함,2016-09-27 23:20:15
d33e0954-947c-4811-b6ce-c9907dbf0133,사용자4664,1,실행이 안되죠,2016-08-07 13:31:38
3b53cd07-a65b-4f05-8965-a1d47aa0ef0b,사용자4669,4,믿을만할것같아요,2016-06-24 18:47:45
f0c76f5f-1862-4e35-b9cb-e0629c69f93b,사용자4670,1,로그인이 안되요,2016-06-20 10:31:31
da467840-c697-45cd-ba4d-beecfc69f8dc,사용자4678,1,업데이 하였는데 오류로인해 작동이 안됩니다,2016-05-29 17:47:01
14a77270-6f80-490d-8124-5285298950f1,사용자4684,3,직접해주실순없나요,2016-04-19 22:59:21
9d260970-ee0d-49d7-bb31-7852e5e9122f,사용자4687,1,왜인증까지끈나고화면이안나오나구회원가잎이안되냐구이거혹시신상명세서털이아냐,2016-04-09 23:10:41
36fb1671-658c-42ac-8729-d7f8c5ae052f,사용자4694,1,가격이싼것도아니고 보기도 힘드네요 앱도느리고 오류많음,2016-03-22 03:55:51
18efcdde-f363-491b-abbe-19f2d395256d,사용자4717,5,허위매물없는직영몰,2016-01-11 12:55:24
efebdc91-f392-440a-ba18-ec4acf225fd2,사용자4721,4,사진이 잘나오네요,2016-01-11 11:59:30
08530205-0f80-46f1-9b4c-76c54eb63cd9,사용자4733,1,앞전에 버전이 검색도 편하고 사용하기 편햇네요,2016-01-07 12:37:25
1f22b950-b93e-4e89-9c06-21e1677ce268,사용자4741,4,중고차구입시 차량별 연식별 등급별 세세하게 검색하여 비교분석할수있어서 너무좋습니다 허위매물이 전혀없는엔카직영몰에서 비교하여 중고차구입시 참고할께요,2016-01-07 09:51:48
c80816d9-7cc3-4410-b6c8-6b552a5232f0,사용자4767,5,바껴서그런지좀더빠르고보기좋아요,2016-01-06 14:17:24
a2d1e26f-9a50-4da1-be8a-216bde2f9413,사용자4772,5,허위매물없이 만족하고 사용합니다,2016-01-06 14:16:46
d82875b1-a713-440a-b094-12d3d35a2c33,사용자4773,5,직영몰 좋아요,2016-01-06 14:16:42
921b490b-f82c-4857-9188-c5deaf7bb3f7,사용자4775,5,허위매물없네요,2016-01-06 14:16:32
da7977ac-21b0-4cb3-8922-39539130012b,사용자4780,5,너무사용하기편해요,2016-01-06 14:16:16
d24756bd-317e-45db-95fd-0f4dfed4615a,사용자4792,5,업데이트 너무좋습니다,2016-01-06 14:15:05
a3f6b976-a1a8-4550-b439-112531359af8,사용자4795,1,앱개발자가 sk직영몰 안티인듯 싶네요 속도더느려지고 검색도 제대도 안되고 자연스럽 어플을 안보게 만드네요,2016-01-06 13:45:55
d4b20660-039d-4f45-bafb-1f0405d5d700,사용자4801,1,머업데이트를 이렇게해놨는지,2015-12-28 09:44:49
e2578dff-d370-42e9-ac97-df3a112d5237,사용자4825,1,삭제예정 위치기반 짜증임,2015-12-17 16:44:13
934374c8-e188-4af1-a786-5a1461799fe6,사용자4830,1,연료선택하는것도 없어지고 화면구성도 이전버전보다 불편하네요,2015-12-16 20:52:48
88998589-9e0a-4225-8cd6-3508c34c2585,사용자4832,1,업데이트 구려요 되돌아가요,2015-12-16 16:19:00
99f57585-fb12-463f-9652-337d258e0a60,사용자4837,1,업데이트이후 정말보기 힘들게 해놧네요 그전이 한눈에 보기좋앗던거 같은데 지금은 와이파이로도 느리고 한눈에 한차량만보이고 비교도 힘들고 제가볼때는 최악입니다,2015-12-15 23:09:55
0f92d2f3-91b8-452b-b00c-97501f4fbccd,사용자4849,5,심심해서 시간땜빵용,2015-07-24 23:08:52
6337086d-11c6-46b7-ba43-b658133a76ed,사용자4855,3,에러왜에러가뜨죠,2015-06-13 18:55:50
5e5d6d08-85c8-44fa-bab6-95cee117b1d6,사용자4858,4,그거있는거만찾는데 어플에선 찾기힘드러요,2015-05-17 19:59:01
75d464aa-3019-4724-b0f1-9d3c648f9ccf,사용자4871,1,사진이이상하게나와요,2015-01-18 20:06:09
6beecc2a-b468-464c-ad17-0fb76882c786,사용자4911,1,실행자체가 안되네요,2014-05-01 00:33:27
3531b81b-ea6d-4e41-81cc-b972899694d7,사용자4925,3,지방에서는 지점별 검색이 필수인듯,2013-06-24 17:39:23
2f8847c9-ba61-4eed-bc3a-ef028bbd1af3,사용자4927,5,보기편하고 좋아요,2013-04-12 10:08:40
d226652c-fc9f-45bc-a6cf-72cb818fc428,사용자4929,1,별로볼께없네요,2012-10-12 23:30:11
422ef364-8712-4aa2-b3d2-1f73254678bc,사용자4930,3,오늘업뎁 했는데  예전만  못해요  주행순  가격순  연식순  확실하게  볼수있게  부탁드립니다,2012-10-11 22:07:27
ccf98486-e028-4708-9d98-15f4aa592d83,사용자4931,2,가격순 주행순으로 검색할수있게 해주세요,2012-10-10 16:46:40
9531b520-642f-4e46-9664-64ca941b0bec,사용자4934,5,기기마다안돼는게많이있네요용량이너무많이차지해서그런지받는데있어서시간이너무걸림,2012-08-22 13:50:10
cd357b5c-9471-466b-99d7-30e7402285af,사용자4940,5,엔카직영몰 허위매물도없고 아주좋아요,2012-05-15 18:43:34
5272ac89-a047-49cc-81f5-cdbec2f881f3,사용자4948,5,중고차를 한번에 검색할수있어 좋은것 같아요,2012-05-15 18:41:54
d8d2f527-38c3-4e0a-8fd2-5cfdade46161,사용자4949,5,한눈검색좋으다람쥐,2012-05-15 18:41:10
511ace8b-5bfd-4ace-a631-3d210e51930e,사용자4957,5,허위막물없이 편리하게검색할수있어매우좋습니다,2012-05-11 15:45:00
cf743c2b-6deb-4d33-9fbe-d75baa7bbf59,사용자4963,5,정말획기적이네요,2012-05-11 14:37:09
348f0743-61bb-4e24-9ca9-f729ff4b2b73,사용자4964,5,간단하니 보기도 좋네요,2012-05-11 14:36:39
6c27ce7e-3182-42d8-80da-c0cb0dc07ba4,사용자4965,5,한번에잘되네요,2012-05-11 14:35:36
f43c92dc-7bd9-4d5a-a662-028dfcfe3711,사용자4972,5,믿고거래할수있네요 직영차량은 허위매물들이 없어서 참좋아요,2012-05-02 19:18:36
2c0bf3fe-e902-4505-bd5f-d46713fd0d8b,사용자4973,5,허위매물없는 엔카가 최고네요,2012-05-02 19:18:34
0db513b6-3709-454c-b79f-d9b11e581815,사용자4985,5,유용하게잘사용하겠습니다,2012-04-27 14:28:11
07e939c6-23d1-467a-9420-b53f412c9d23,사용자4993,4,잘사용하겠습니다,2012-04-27 14:22:10
ce65c6dc-618d-4627-818d-58788d6dfd9e,사용자5009,5,허위매물도없고검색하기도편해요,2012-04-27 14:18:38
72431c80-f647-4d32-8c4b-0c04c9bbed81,사용자5010,5,쓰기편하고잘나오네요,2012-04-27 14:18:17
52223138-ea5c-4657-8ef1-93d5cadd71a4,사용자5012,4,좋은가격에 차편하게팔았습니다,2012-04-27 14:17:11
eaf59f39-941f-4fcf-8a3c-460b0f30296c,사용자5016,5,엔카에서 경매도 한다던데 추가되면 좋겠습니다,2012-04-17 17:46:26
